Threshold,Accuracy,Precision,Recall,Weighted_F1
0.3,0.8187221396731055,0.8291194420226679,0.9519519519519519,0.8004043061172743
0.4,0.7845468053491828,0.8458536585365853,0.8678678678678678,0.7817376936452404
0.5,0.7317979197622585,0.8770685579196218,0.7427427427427428,0.74490102827527
0.6,0.6998514115898959,0.9407407407407408,0.6356356356356356,0.7185690876780855
0.7,0.6537890044576523,0.9463986599664992,0.5655655655655656,0.6736803186532725
